champion,role,duo_champion,duo_role,winrate,matches
Yorick,TOP,Jarvan IV,JUNGLE,50.39,127
Yorick,TOP,Lee Sin,JUNGLE,50.21,239
Yorick,TOP,Graves,JUNGLE,50.0,62
Yorick,TOP,Kayn,JUNGLE,50.0,44
Yorick,TOP,Wukong,JUNGLE,50.0,44
Yunara,ADC,Elise,SUPPORT,59.16,191
Yunara,ADC,Neeko,SUPPORT,58.11,475
Yunara,ADC,Renata Glasc,SUPPORT,55.37,121
Yunara,ADC,Alistar,SUPPORT,55.27,883
Yunara,ADC,Braum,SUPPORT,55.19,2178
Yunara,ADC,Morgana,SUPPORT,53.8,171
Yunara,ADC,Taric,SUPPORT,53.57,252
Yunara,ADC,Rell,SUPPORT,53.42,599
Yunara,ADC,Rakan,SUPPORT,52.08,843
Yunara,ADC,Pyke,SUPPORT,51.3,653
Yunara,ADC,Janna,SUPPORT,51.03,682
Yunara,ADC,Senna,SUPPORT,50.51,295
Yunara,ADC,Sona,SUPPORT,50.38,790
Yunara,ADC,Poppy,SUPPORT,50.36,274
Yuumi,SUPPORT,Lucian,ADC,54.31,882
Yuumi,SUPPORT,Caitlyn,ADC,50.0,86
Zaahen,TOP,Rek'Sai,JUNGLE,58.76,194
Zaahen,TOP,Rengar,JUNGLE,56.96,230
Zaahen,TOP,Ivern,JUNGLE,56.7,97
Zaahen,TOP,Volibear,JUNGLE,56.33,158
Zaahen,TOP,Evelynn,JUNGLE,56.31,103
Zaahen,TOP,Nidalee,JUNGLE,55.17,203
Zaahen,TOP,Nunu & Willump,JUNGLE,54.76,168
Zaahen,TOP,Zac,JUNGLE,54.67,225
Zaahen,TOP,Pantheon,JUNGLE,54.0,50
Zaahen,TOP,Karthus,JUNGLE,53.08,130
Zaahen,TOP,Kha'Zix,JUNGLE,52.9,397
Zaahen,TOP,Fiddlesticks,JUNGLE,52.88,104
Zaahen,TOP,Qiyana,JUNGLE,52.73,256
Zaahen,TOP,Kindred,JUNGLE,52.38,105
Zaahen,TOP,Shaco,JUNGLE,52.34,128
Zaahen,TOP,Udyr,JUNGLE,52.22,90
Zaahen,TOP,Nocturne,JUNGLE,51.85,108
Zaahen,TOP,Dr. Mundo,JUNGLE,51.39,144
Zaahen,TOP,Diana,JUNGLE,51.29,505
Zaahen,TOP,Zyra,JUNGLE,51.11,90
Zaahen,TOP,Zed,JUNGLE,50.79,189
Zaahen,TOP,Ekko,JUNGLE,50.57,522
Zaahen,TOP,Talon,JUNGLE,50.57,263
Zac,JUNGLE,Elise,SUPPORT,63.04,46
Zac,JUNGLE,Zyra,SUPPORT,61.11,36
Zac,JUNGLE,Seraphine,SUPPORT,58.33,108
Zac,JUNGLE,Thresh,SUPPORT,57.47,348
Zac,JUNGLE,Taric,SUPPORT,57.38,61
Zac,JUNGLE,Soraka,SUPPORT,57.24,152
Zac,JUNGLE,Neeko,SUPPORT,56.67,150
Zac,JUNGLE,Blitzcrank,SUPPORT,55.15,165
Zac,JUNGLE,Pantheon,SUPPORT,55.0,60
Zac,JUNGLE,Morgana,SUPPORT,54.93,71
Zac,JUNGLE,Nami,SUPPORT,54.38,434
Zac,JUNGLE,Janna,SUPPORT,53.54,226
Zac,JUNGLE,Alistar,SUPPORT,53.24,216
Zac,JUNGLE,Karma,SUPPORT,53.13,352
Zac,JUNGLE,Maokai,SUPPORT,52.94,34
Zac,JUNGLE,Sona,SUPPORT,52.53,257
Zac,JUNGLE,Lulu,SUPPORT,52.46,406
Zac,JUNGLE,Milio,SUPPORT,52.15,209
Zac,JUNGLE,Pyke,SUPPORT,52.13,188
Zac,JUNGLE,Braum,SUPPORT,51.16,344
Zac,JUNGLE,Nautilus,SUPPORT,50.98,357
Zac,JUNGLE,Lux,SUPPORT,50.0,46
Zac,JUNGLE,Senna,SUPPORT,50.0,146
Zed,JUNGLE,Taric,SUPPORT,61.19,67
Zed,JUNGLE,Maokai,SUPPORT,60.98,41
Zed,JUNGLE,Renata Glasc,SUPPORT,57.89,38
Zed,JUNGLE,Neeko,SUPPORT,57.62,151
Zed,JUNGLE,Pyke,SUPPORT,57.14,224
Zed,JUNGLE,Seraphine,SUPPORT,56.85,146
Zed,JUNGLE,Pantheon,SUPPORT,55.93,59
Zed,JUNGLE,Elise,SUPPORT,55.13,78
Zed,JUNGLE,Senna,SUPPORT,55.0,140
Zed,JUNGLE,Rakan,SUPPORT,54.82,228
Zed,JUNGLE,Zilean,SUPPORT,53.75,80
Zed,JUNGLE,Janna,SUPPORT,53.49,258
Zed,JUNGLE,Thresh,SUPPORT,52.98,453
Zed,JUNGLE,Zyra,SUPPORT,51.22,41
Zed,JUNGLE,Lux,SUPPORT,50.0,70
Zed,MID,Sejuani,JUNGLE,63.33,60
Zed,MID,Zyra,JUNGLE,61.82,165
Zed,MID,Bel'Veth,JUNGLE,61.19,67
Zed,MID,Lillia,JUNGLE,59.03,227
Zed,MID,Evelynn,JUNGLE,55.93,177
Zed,MID,Karthus,JUNGLE,55.86,324
Zed,MID,Lee Sin,JUNGLE,55.68,431
Zed,MID,Nidalee,JUNGLE,54.98,331
Zed,MID,Amumu,JUNGLE,54.41,68
Zed,MID,Fiddlesticks,JUNGLE,53.43,204
Zed,MID,Nunu & Willump,JUNGLE,52.7,241
Zed,MID,Kayn,JUNGLE,52.56,78
Zed,MID,Zac,JUNGLE,52.55,274
Zed,MID,Rengar,JUNGLE,52.5,200
Zed,MID,Ivern,JUNGLE,52.26,155
Zed,MID,Shaco,JUNGLE,52.23,157
Zed,MID,Qiyana,JUNGLE,51.91,131
Zed,MID,Rek'Sai,JUNGLE,51.85,162
Zed,MID,Ekko,JUNGLE,51.49,1043
Zed,MID,Wukong,JUNGLE,51.47,68
Zed,MID,Diana,JUNGLE,51.42,949
Zed,MID,Elise,JUNGLE,51.34,261
Zed,MID,Sylas,JUNGLE,51.09,503
Zed,MID,Kha'Zix,JUNGLE,50.96,312
Zed,MID,Hecarim,JUNGLE,50.83,181
Zed,MID,Volibear,JUNGLE,50.43,232
Zed,MID,Naafiri,JUNGLE,50.0,62
Zed,MID,Vi,JUNGLE,50.0,90
Zeri,ADC,Renata Glasc,SUPPORT,63.41,41
Zeri,ADC,Alistar,SUPPORT,60.13,158
Zeri,ADC,Sona,SUPPORT,59.57,235
Zeri,ADC,Bard,SUPPORT,57.71,227
Zeri,ADC,Leona,SUPPORT,56.45,124
Zeri,ADC,Taric,SUPPORT,56.41,39
Zeri,ADC,Zilean,SUPPORT,55.26,76
Zeri,ADC,Rakan,SUPPORT,55.02,209
Zeri,ADC,Braum,SUPPORT,54.36,287
Zeri,ADC,Elise,SUPPORT,54.29,35
Zeri,ADC,Karma,SUPPORT,52.99,234
Zeri,ADC,Poppy,SUPPORT,52.83,53
Zeri,ADC,Lulu,SUPPORT,52.41,809
Zeri,ADC,Janna,SUPPORT,51.91,183
Zeri,ADC,Milio,SUPPORT,50.78,128
Zeri,ADC,Morgana,SUPPORT,50.0,38
Ziggs,ADC,Taric,SUPPORT,65.79,38
Ziggs,ADC,Pantheon,SUPPORT,64.91,57
Ziggs,ADC,Zilean,SUPPORT,62.79,43
Ziggs,ADC,Elise,SUPPORT,60.61,33
Ziggs,ADC,Milio,SUPPORT,60.61,33
Ziggs,ADC,Bard,SUPPORT,59.55,267
Ziggs,ADC,Karma,SUPPORT,58.29,175
Ziggs,ADC,Pyke,SUPPORT,56.91,123
Ziggs,ADC,Sona,SUPPORT,56.68,277
Ziggs,ADC,Lux,SUPPORT,56.0,25
Ziggs,ADC,Braum,SUPPORT,55.81,86
Ziggs,ADC,Maokai,SUPPORT,55.56,27
Ziggs,ADC,Seraphine,SUPPORT,55.07,69
Ziggs,ADC,Janna,SUPPORT,54.78,115
Ziggs,ADC,Thresh,SUPPORT,53.28,137
Ziggs,ADC,Rell,SUPPORT,53.27,107
Ziggs,ADC,Senna,SUPPORT,53.19,141
Ziggs,ADC,Nami,SUPPORT,52.94,340
Ziggs,ADC,Leona,SUPPORT,52.48,202
Ziggs,ADC,Tahm Kench,SUPPORT,52.38,21
Ziggs,ADC,Poppy,SUPPORT,51.02,49
Ziggs,ADC,Rakan,SUPPORT,50.0,154
Ziggs,MID,Zyra,JUNGLE,66.67,6
Ziggs,MID,Bel'Veth,JUNGLE,64.29,14
Ziggs,MID,Sylas,JUNGLE,64.29,14
Ziggs,MID,Dr. Mundo,JUNGLE,63.16,19
Ziggs,MID,Diana,JUNGLE,60.61,33
Ziggs,MID,Naafiri,JUNGLE,58.33,12
Ziggs,MID,Master Yi,JUNGLE,57.89,19
Ziggs,MID,Warwick,JUNGLE,57.14,7
Ziggs,MID,Wukong,JUNGLE,57.14,14
Ziggs,MID,Nunu & Willump,JUNGLE,55.56,27
Ziggs,MID,Rengar,JUNGLE,54.29,35
Ziggs,MID,Jarvan IV,JUNGLE,50.0,44
Zilean,SUPPORT,Xayah,ADC,67.5,40
Zilean,SUPPORT,Ziggs,ADC,62.79,43
Zilean,SUPPORT,Draven,ADC,62.5,72
Zilean,SUPPORT,Seraphine,ADC,60.53,38
Zilean,SUPPORT,Twitch,ADC,59.26,108
Zilean,SUPPORT,Samira,ADC,58.97,39
Zilean,SUPPORT,Veigar,ADC,58.62,29
Zilean,SUPPORT,Yasuo,ADC,57.58,33
Zilean,SUPPORT,Miss Fortune,ADC,57.25,138
Zilean,SUPPORT,Swain,ADC,57.14,56
Zilean,SUPPORT,Zeri,ADC,55.26,76
Zilean,SUPPORT,Aphelios,ADC,52.72,294
Zilean,SUPPORT,Lucian,ADC,52.69,93
Zilean,SUPPORT,Caitlyn,ADC,52.67,300
Zilean,SUPPORT,Ezreal,ADC,51.54,293
Zilean,SUPPORT,Varus,ADC,51.31,267
Zilean,SUPPORT,Kai'Sa,ADC,50.21,237
Zilean,SUPPORT,Jinx,ADC,50.19,257
Zoe,MID,Rengar,JUNGLE,63.56,225
Zoe,MID,Elise,JUNGLE,61.84,76
Zoe,MID,Udyr,JUNGLE,61.22,49
Zoe,MID,Rammus,JUNGLE,59.52,42
Zoe,MID,Volibear,JUNGLE,59.0,100
Zoe,MID,Nocturne,JUNGLE,58.51,94
Zoe,MID,Naafiri,JUNGLE,58.43,89
Zoe,MID,Qiyana,JUNGLE,58.4,262
Zoe,MID,Zac,JUNGLE,57.45,141
Zoe,MID,Sylas,JUNGLE,56.9,116
Zoe,MID,Talon,JUNGLE,56.18,251
Zoe,MID,Dr. Mundo,JUNGLE,55.65,124
Zoe,MID,Kha'Zix,JUNGLE,55.42,415
Zoe,MID,Shaco,JUNGLE,55.37,121
Zoe,MID,Jayce,JUNGLE,55.16,562
Zoe,MID,Lee Sin,JUNGLE,55.11,655
Zoe,MID,Graves,JUNGLE,54.95,182
Zoe,MID,Master Yi,JUNGLE,54.62,119
Zoe,MID,Kayn,JUNGLE,54.44,90
Zoe,MID,Nidalee,JUNGLE,53.78,119
Zoe,MID,Rek'Sai,JUNGLE,53.72,188
Zoe,MID,Jarvan IV,JUNGLE,53.63,386
Zoe,MID,Ivern,JUNGLE,52.94,85
Zoe,MID,Vi,JUNGLE,52.9,138
Zoe,MID,Nunu & Willump,JUNGLE,52.63,114
Zoe,MID,Diana,JUNGLE,52.36,275
Zoe,MID,Hecarim,JUNGLE,52.2,182
Zoe,MID,Briar,JUNGLE,51.67,60
Zoe,MID,Ekko,JUNGLE,51.33,226
Zoe,MID,Evelynn,JUNGLE,51.32,76
Zoe,MID,Viego,JUNGLE,51.23,894
Zoe,MID,Lillia,JUNGLE,51.16,43
Zoe,MID,Fiddlesticks,JUNGLE,51.02,49
Zyra,JUNGLE,Taric,SUPPORT,66.67,39
Zyra,JUNGLE,Senna,SUPPORT,63.64,33
Zyra,JUNGLE,Zilean,SUPPORT,62.96,27
Zyra,JUNGLE,Rell,SUPPORT,61.45,83
Zyra,JUNGLE,Elise,SUPPORT,61.11,18
Zyra,JUNGLE,Maokai,SUPPORT,61.11,18
Zyra,JUNGLE,Milio,SUPPORT,60.78,51
Zyra,JUNGLE,Pyke,SUPPORT,60.47,86
Zyra,JUNGLE,Thresh,SUPPORT,58.96,173
Zyra,JUNGLE,Seraphine,SUPPORT,57.78,45
Zyra,JUNGLE,Janna,SUPPORT,55.77,52
Zyra,JUNGLE,Nautilus,SUPPORT,55.28,199
Zyra,JUNGLE,Nami,SUPPORT,54.72,106
Zyra,JUNGLE,Alistar,SUPPORT,54.24,118
Zyra,JUNGLE,Blitzcrank,SUPPORT,54.05,74
Zyra,JUNGLE,Neeko,SUPPORT,53.85,52
Zyra,JUNGLE,Tahm Kench,SUPPORT,53.85,13
Zyra,JUNGLE,Leona,SUPPORT,53.08,130
Zyra,JUNGLE,Soraka,SUPPORT,52.46,61
Zyra,JUNGLE,Braum,SUPPORT,52.02,173
Zyra,JUNGLE,Bard,SUPPORT,51.72,116
Zyra,JUNGLE,Pantheon,SUPPORT,51.61,31
Zyra,JUNGLE,Lulu,SUPPORT,50.69,144
Zyra,JUNGLE,Rakan,SUPPORT,50.59,85
Zyra,JUNGLE,Karma,SUPPORT,50.0,120
Zyra,JUNGLE,Sona,SUPPORT,50.0,66
Zyra,SUPPORT,Mel,ADC,60.0,15
Zyra,SUPPORT,Yasuo,ADC,58.33,12
Zyra,SUPPORT,Lucian,ADC,55.0,40
Zyra,SUPPORT,Yunara,ADC,54.88,82
Zyra,SUPPORT,Miss Fortune,ADC,54.72,53
Zyra,SUPPORT,Jinx,ADC,53.97,63
Zyra,SUPPORT,Kai'Sa,ADC,53.51,114
Zyra,SUPPORT,Ashe,ADC,53.33,75
Zyra,SUPPORT,Seraphine,ADC,52.94,17
Zyra,SUPPORT,Xayah,ADC,52.94,17
Zyra,SUPPORT,Ezreal,ADC,51.97,152
Zyra,SUPPORT,Draven,ADC,50.0,12
Zyra,SUPPORT,Smolder,ADC,50.0,56
Zyra,SUPPORT,Vayne,ADC,50.0,18
Shaco,JUNGLE,Aatrox,TOP,59.46,185
Zyra,JUNGLE,Aatrox,TOP,57.89,76
Zac,JUNGLE,Aatrox,TOP,56.45,186
Briar,JUNGLE,Aatrox,TOP,55.38,65
Sejuani,JUNGLE,Aatrox,TOP,54.55,55
Nidalee,JUNGLE,Aatrox,TOP,54.22,225
Bel'Veth,JUNGLE,Aatrox,TOP,53.61,97
Warwick,JUNGLE,Aatrox,TOP,53.57,56
Rengar,JUNGLE,Aatrox,TOP,53.33,285
Ivern,JUNGLE,Aatrox,TOP,53.13,128
Diana,JUNGLE,Aatrox,TOP,52.55,569
Kha'Zix,JUNGLE,Aatrox,TOP,52.44,450
Jarvan IV,JUNGLE,Aatrox,TOP,51.94,360
Kayn,JUNGLE,Aatrox,TOP,51.35,111
Kindred,JUNGLE,Aatrox,TOP,51.2,125
Dr. Mundo,JUNGLE,Aatrox,TOP,50.75,134
Volibear,JUNGLE,Aatrox,TOP,50.47,212
Lee Sin,JUNGLE,Aatrox,TOP,50.4,752
Qiyana,JUNGLE,Aatrox,TOP,50.0,256
Rengar,JUNGLE,Ahri,MID,59.66,295
Karthus,JUNGLE,Ahri,MID,59.49,79
Briar,JUNGLE,Ahri,MID,58.82,85
Nocturne,JUNGLE,Ahri,MID,55.56,126
Kindred,JUNGLE,Ahri,MID,55.46,119
Master Yi,JUNGLE,Ahri,MID,55.45,211
Xin Zhao,JUNGLE,Ahri,MID,53.8,158
Qiyana,JUNGLE,Ahri,MID,53.57,280
Rek'Sai,JUNGLE,Ahri,MID,53.5,286
Naafiri,JUNGLE,Ahri,MID,53.21,109
Diana,JUNGLE,Ahri,MID,52.99,385
Fiddlesticks,JUNGLE,Ahri,MID,52.69,93
Graves,JUNGLE,Ahri,MID,52.47,223
Dr. Mundo,JUNGLE,Ahri,MID,51.8,139
Nidalee,JUNGLE,Ahri,MID,50.83,120
Kha'Zix,JUNGLE,Ahri,MID,50.7,574
Zed,JUNGLE,Ahri,MID,50.69,288
Jarvan IV,JUNGLE,Ahri,MID,50.49,408
Lee Sin,JUNGLE,Ahri,MID,50.24,834
Bel'Veth,JUNGLE,Ahri,MID,50.0,134
Elise,JUNGLE,Ahri,MID,50.0,90
Zac,JUNGLE,Ahri,MID,50.0,172
Evelynn,JUNGLE,Akali,MID,59.09,88
Bel'Veth,JUNGLE,Akali,MID,56.25,112
Udyr,JUNGLE,Akali,MID,56.25,96
Fiddlesticks,JUNGLE,Akali,MID,56.2,121
Nidalee,JUNGLE,Akali,MID,54.79,146
Zac,JUNGLE,Akali,MID,54.72,212
Rengar,JUNGLE,Akali,MID,53.09,388
Ivern,JUNGLE,Akali,MID,52.55,137
Zed,JUNGLE,Akali,MID,52.41,353
Volibear,JUNGLE,Akali,MID,52.38,231
Kha'Zix,JUNGLE,Akali,MID,52.17,667
Jayce,JUNGLE,Akali,MID,51.96,791
Kindred,JUNGLE,Akali,MID,51.52,165
Qiyana,JUNGLE,Akali,MID,51.44,418
Master Yi,JUNGLE,Akali,MID,51.2,250
Kayn,JUNGLE,Akali,MID,51.12,178
Xin Zhao,JUNGLE,Akali,MID,51.08,186
Elise,JUNGLE,Akali,MID,50.93,108
Lee Sin,JUNGLE,Akali,MID,50.73,1092
Vi,JUNGLE,Akali,MID,50.0,244
Fiddlesticks,JUNGLE,Akshan,MID,66.12,121
Rek'Sai,JUNGLE,Akshan,MID,61.17,103
Kindred,JUNGLE,Akshan,MID,58.97,39
Vi,JUNGLE,Akshan,MID,58.82,51
Nidalee,JUNGLE,Akshan,MID,58.41,214
Karthus,JUNGLE,Akshan,MID,57.68,241
Kayn,JUNGLE,Akshan,MID,57.58,66
Zac,JUNGLE,Akshan,MID,56.96,158
Zyra,JUNGLE,Akshan,MID,56.52,92
Evelynn,JUNGLE,Akshan,MID,55.64,133
Rengar,JUNGLE,Akshan,MID,55.33,150
Udyr,JUNGLE,Akshan,MID,55.26,76
Ekko,JUNGLE,Akshan,MID,55.21,518
Volibear,JUNGLE,Akshan,MID,55.21,163
Elise,JUNGLE,Akshan,MID,55.06,158
Lee Sin,JUNGLE,Akshan,MID,54.45,281
Xin Zhao,JUNGLE,Akshan,MID,53.7,54
Talon,JUNGLE,Akshan,MID,53.55,155
Diana,JUNGLE,Akshan,MID,53.03,643
Shaco,JUNGLE,Akshan,MID,52.94,102
Zed,JUNGLE,Akshan,MID,52.94,102
Hecarim,JUNGLE,Akshan,MID,52.1,119
Dr. Mundo,JUNGLE,Akshan,MID,51.28,78
Nunu & Willump,JUNGLE,Akshan,MID,50.63,160
Ivern,JUNGLE,Akshan,MID,50.59,85
Kha'Zix,JUNGLE,Akshan,MID,50.0,192
Udyr,JUNGLE,Ambessa,TOP,61.25,80
Ivern,JUNGLE,Ambessa,TOP,60.0,135
Kindred,JUNGLE,Ambessa,TOP,58.45,142
Master Yi,JUNGLE,Ambessa,TOP,55.21,192
Nocturne,JUNGLE,Ambessa,TOP,55.17,145
Shaco,JUNGLE,Ambessa,TOP,55.0,200
Nidalee,JUNGLE,Ambessa,TOP,54.72,265
Evelynn,JUNGLE,Ambessa,TOP,54.65,172
Elise,JUNGLE,Ambessa,TOP,54.04,161
Bel'Veth,JUNGLE,Ambessa,TOP,53.72,121
Zed,JUNGLE,Ambessa,TOP,52.99,234
Karthus,JUNGLE,Ambessa,TOP,52.8,161
Graves,JUNGLE,Ambessa,TOP,52.43,206
Lillia,JUNGLE,Ambessa,TOP,52.0,125
Diana,JUNGLE,Ambessa,TOP,51.37,619
Qiyana,JUNGLE,Ambessa,TOP,50.94,320
Lee Sin,JUNGLE,Ambessa,TOP,50.59,850
Volibear,JUNGLE,Ambessa,TOP,50.46,216
Fiddlesticks,JUNGLE,Ambessa,TOP,50.0,166
Kayn,JUNGLE,Ambessa,TOP,50.0,100
Kha'Zix,JUNGLE,Ambessa,TOP,50.0,510
Zyra,JUNGLE,Ambessa,TOP,50.0,128
Zilean,SUPPORT,Amumu,JUNGLE,76.47,17
Vel'Koz,SUPPORT,Amumu,JUNGLE,66.67,9
Alistar,SUPPORT,Amumu,JUNGLE,64.44,45
Lux,SUPPORT,Amumu,JUNGLE,64.29,14
Renata Glasc,SUPPORT,Amumu,JUNGLE,60.0,10
Brand,SUPPORT,Amumu,JUNGLE,55.56,9
Soraka,SUPPORT,Amumu,JUNGLE,52.27,44
Braum,SUPPORT,Amumu,JUNGLE,50.91,55
Neeko,SUPPORT,Amumu,JUNGLE,50.0,26
Poppy,SUPPORT,Amumu,JUNGLE,50.0,10
Rammus,JUNGLE,Anivia,MID,70.97,31
Lillia,JUNGLE,Anivia,MID,62.22,45
Rengar,JUNGLE,Anivia,MID,59.44,180
Nidalee,JUNGLE,Anivia,MID,59.32,59
Shaco,JUNGLE,Anivia,MID,59.04,83
Sylas,JUNGLE,Anivia,MID,57.52,113
Zac,JUNGLE,Anivia,MID,57.28,103
Qiyana,JUNGLE,Anivia,MID,56.99,186
Zyra,JUNGLE,Anivia,MID,56.67,30
Volibear,JUNGLE,Anivia,MID,55.95,84
Karthus,JUNGLE,Anivia,MID,55.81,43
Vi,JUNGLE,Anivia,MID,54.95,111
Talon,JUNGLE,Anivia,MID,54.39,171
Kindred,JUNGLE,Anivia,MID,54.29,105
Rek'Sai,JUNGLE,Anivia,MID,54.17,144
Ekko,JUNGLE,Anivia,MID,54.07,172
Lee Sin,JUNGLE,Anivia,MID,53.97,441
Briar,JUNGLE,Anivia,MID,53.13,32
Kayn,JUNGLE,Anivia,MID,52.94,68
Xin Zhao,JUNGLE,Anivia,MID,52.34,107
Graves,JUNGLE,Anivia,MID,52.31,130
Zed,JUNGLE,Anivia,MID,52.11,142
Viego,JUNGLE,Anivia,MID,51.96,560
Diana,JUNGLE,Anivia,MID,51.64,213
Nunu & Willump,JUNGLE,Anivia,MID,51.43,70
Evelynn,JUNGLE,Anivia,MID,50.98,51
Hecarim,JUNGLE,Anivia,MID,50.93,108
Kha'Zix,JUNGLE,Anivia,MID,50.46,323
Fiddlesticks,JUNGLE,Anivia,MID,50.0,50
Jarvan IV,JUNGLE,Anivia,MID,50.0,288
Karthus,JUNGLE,Anivia,TOP,80.0,15
Rammus,JUNGLE,Anivia,TOP,77.78,9
Trundle,JUNGLE,Anivia,TOP,70.0,10
Shaco,JUNGLE,Anivia,TOP,67.65,34
Viego,JUNGLE,Anivia,TOP,63.85,130
Lee Sin,JUNGLE,Anivia,TOP,60.87,115
Nocturne,JUNGLE,Anivia,TOP,60.87,23
Kindred,JUNGLE,Anivia,TOP,59.09,22
Kayn,JUNGLE,Anivia,TOP,58.33,24
Sylas,JUNGLE,Anivia,TOP,58.33,24
Wukong,JUNGLE,Anivia,TOP,58.06,31
Hecarim,JUNGLE,Anivia,TOP,57.14,28
Volibear,JUNGLE,Anivia,TOP,56.52,23
Zed,JUNGLE,Anivia,TOP,56.25,32
Graves,JUNGLE,Anivia,TOP,56.0,25
Zac,JUNGLE,Anivia,TOP,56.0,25
Master Yi,JUNGLE,Anivia,TOP,55.81,43
Rek'Sai,JUNGLE,Anivia,TOP,54.05,37
Briar,JUNGLE,Anivia,TOP,53.33,15
Ekko,JUNGLE,Anivia,TOP,52.38,42
Talon,JUNGLE,Anivia,TOP,52.08,48
Diana,JUNGLE,Anivia,TOP,51.79,56
Qiyana,JUNGLE,Anivia,TOP,50.91,55
Jarvan IV,JUNGLE,Anivia,TOP,50.53,95
Elise,JUNGLE,Anivia,TOP,50.0,14
Fiddlesticks,JUNGLE,Anivia,TOP,50.0,12
Xin Zhao,JUNGLE,Anivia,TOP,50.0,18
Volibear,JUNGLE,Annie,MID,69.23,13
Shaco,JUNGLE,Annie,MID,66.67,18
Pantheon,JUNGLE,Annie,MID,64.29,14
Kindred,JUNGLE,Annie,MID,62.5,16
Qiyana,JUNGLE,Annie,MID,60.0,40
Rengar,JUNGLE,Annie,MID,60.0,25
Nocturne,JUNGLE,Annie,MID,58.33,12
Bel'Veth,JUNGLE,Annie,MID,57.14,14
Lillia,JUNGLE,Annie,MID,57.14,7
Talon,JUNGLE,Annie,MID,56.25,32
Master Yi,JUNGLE,Annie,MID,54.55,33
Fiddlesticks,JUNGLE,Annie,MID,53.85,13
Vi,JUNGLE,Annie,MID,53.85,13
Ekko,JUNGLE,Annie,MID,51.35,37
Dr. Mundo,JUNGLE,Annie,MID,50.0,16
Ivern,JUNGLE,Aurelion Sol,MID,75.0,28
Rammus,JUNGLE,Aurelion Sol,MID,70.83,24
Rek'Sai,JUNGLE,Aurelion Sol,MID,62.5,88
Fiddlesticks,JUNGLE,Aurelion Sol,MID,61.9,21
Graves,JUNGLE,Aurelion Sol,MID,60.0,60
Kayn,JUNGLE,Aurelion Sol,MID,59.62,52
Evelynn,JUNGLE,Aurelion Sol,MID,59.46,37
Kha'Zix,JUNGLE,Aurelion Sol,MID,57.41,216
Talon,JUNGLE,Aurelion Sol,MID,57.27,110
Bel'Veth,JUNGLE,Aurelion Sol,MID,57.14,35
Rengar,JUNGLE,Aurelion Sol,MID,56.52,115
Nunu & Willump,JUNGLE,Aurelion Sol,MID,55.38,65
Ekko,JUNGLE,Aurelion Sol,MID,55.24,105
Udyr,JUNGLE,Aurelion Sol,MID,55.0,20
Wukong,JUNGLE,Aurelion Sol,MID,54.35,46
Lee Sin,JUNGLE,Aurelion Sol,MID,54.27,234
Hecarim,JUNGLE,Aurelion Sol,MID,52.86,70
Jarvan IV,JUNGLE,Aurelion Sol,MID,52.45,143
Viego,JUNGLE,Aurelion Sol,MID,52.44,349
Qiyana,JUNGLE,Aurelion Sol,MID,52.43,103
Karthus,JUNGLE,Aurelion Sol,MID,51.85,27
Zac,JUNGLE,Aurelion Sol,MID,51.67,60
Briar,JUNGLE,Aurelion Sol,MID,51.43,35
Xin Zhao,JUNGLE,Aurelion Sol,MID,51.16,43
Shaco,JUNGLE,Aurelion Sol,MID,51.02,49
Diana,JUNGLE,Aurelion Sol,MID,50.0,136
Lillia,JUNGLE,Aurelion Sol,MID,50.0,24
Udyr,JUNGLE,Aurora,MID,70.37,27
Shaco,JUNGLE,Aurora,MID,55.38,65
Rek'Sai,JUNGLE,Aurora,MID,55.22,134
Naafiri,JUNGLE,Aurora,MID,55.1,49
Kindred,JUNGLE,Aurora,MID,54.55,66
Nocturne,JUNGLE,Aurora,MID,53.85,39
Bel'Veth,JUNGLE,Aurora,MID,52.38,63
Vi,JUNGLE,Aurora,MID,52.38,105
Zed,JUNGLE,Aurora,MID,52.17,138
Hecarim,JUNGLE,Aurora,MID,52.11,142
Talon,JUNGLE,Aurora,MID,51.63,153
Diana,JUNGLE,Aurora,MID,51.27,158
Dr. Mundo,JUNGLE,Aurora,MID,50.94,53
Nidalee,JUNGLE,Aurora,MID,50.82,61
Elise,JUNGLE,Aurora,MID,50.0,44
Master Yi,JUNGLE,Aurora,MID,50.0,100
Zac,JUNGLE,Aurora,MID,50.0,88
Ivern,JUNGLE,Aurora,TOP,72.73,22
Nidalee,JUNGLE,Aurora,TOP,66.67,30
Bel'Veth,JUNGLE,Aurora,TOP,65.0,20
Dr. Mundo,JUNGLE,Aurora,TOP,61.54,39
Sejuani,JUNGLE,Aurora,TOP,61.54,13
Shaco,JUNGLE,Aurora,TOP,60.98,41
Wukong,JUNGLE,Aurora,TOP,60.71,28
Graves,JUNGLE,Aurora,TOP,59.46,37
Karthus,JUNGLE,Aurora,TOP,58.82,17
Volibear,JUNGLE,Aurora,TOP,57.45,47
Elise,JUNGLE,Aurora,TOP,57.14,14
Rengar,JUNGLE,Aurora,TOP,56.25,64
Udyr,JUNGLE,Aurora,TOP,55.56,18
Talon,JUNGLE,Aurora,TOP,53.97,63
Jayce,JUNGLE,Aurora,TOP,53.96,139
Pantheon,JUNGLE,Aurora,TOP,53.85,13
Zed,JUNGLE,Aurora,TOP,53.57,56
Kha'Zix,JUNGLE,Aurora,TOP,53.33,120
